1.0,0.008,0.150785644,0.538757897,8843.043486,2.009812001,24196.13783,0.43105383454651447,112.91077790898271,0.5186020756105039,0.4680526493603347,112.61958114302098,112.84114960734028,316633.78825381625,374733.12445611076
1.0,0.01,0.150780999,0.673435153,8842.762217,2.577784878,23600.34364,0.5742521077931821,100.93673837502138,0.6920523147364378,0.6353703953943373,100.50650830528572,100.8253685545336,256754.51080233295,183313.39391103646
1.0,0.012,0.150775322,0.808104263,8842.418443,3.271973562,22325.3517,0.7487774604166691,90.65998759586364,0.9043385091534114,0.8468726671978914,90.07798020719476,90.48853160866605,221931.28053882936,124517.94417366781
1.0,0.014,0.150768612,0.942763599,8842.012164,4.092377823,20833.87061,0.9482925426575473,82.00575075345114,1.148147619676897,1.0985211621892776,81.27746700350126,81.75751264225757,194719.06772335354,75327.35033276258
1.0,0.016,0.15076087,1.077411529,8841.54338,5.038997386,19343.35844,1.1632109666781185,74.74228023085743,1.4120179562578588,1.381085136017494,73.88662982967242,74.40912029548223,169915.99893465778,53329.48252417878
1.0,0.018,0.150752096,1.212046425,8841.012092,6.111831936,17945.56886,1.380738400056374,68.61642509829835,1.6800780901520418,1.6670283549823608,67.66923530267955,68.19895970550421,131754.0824551519,39531.74099015896
1.0,0.02,0.15074229,1.346666656,8840.418298,7.310881113,16672.02408,1.583710993297415,63.40334035921842,1.9307032662819168,1.914978731090796,62.40994287975262,62.92241193601703,142731.7597301525,37596.17377967535
1.0,0.022,0.150731451,1.481270591,8839.761999,8.636144518,15526.79071,1.74718390404544,58.919852054677904,2.1324203477323533,2.1149129412811405,57.93068927417269,58.41024382383064,111841.50572188653,52728.93577923956
1.0,0.024,0.15071958,1.6158566,8839.043194,10.08762171,14502.27633,1.8365463538052884,55.02506979973987,2.241989547054781,2.224173214767098,54.08915029493197,54.522421529570885,101340.1315003227,29088.14847129262
1.0,0.026,0.150706677,1.750423052,8838.261884,11.6653122,13586.6689,1.8271607437917914,51.617520462023094,2.2291642756443233,2.2124064554159375,50.77069004408884,51.155251431779234,93856.85044425582,30143.641886767728
1.0,0.028,0.150692741,1.884968315,8837.418067,13.36921546,12767.34055,1.7426518154859778,48.62668441841379,2.123542893200925,2.1087489909843438,47.885661356289624,48.22160261563818,89172.7370287994,31598.432528721216
1.0,0.03,0.150677774,2.019490756,8836.511744,15.19933092,12032.31889,1.631244113056986,45.997494482435286,1.9849116095371395,1.9724299335334194,45.36210583644519,45.64916044775028,84006.54367443298,40246.28524940404
2.0,0.016,0.150760876,1.0772049,8841.54375,8.038462113,12095.74946,0.43034936332908635,112.92073736491147,0.5174455239817646,0.4672482556675021,112.69677331294069,112.85152193199,288375.83216106857,358052.50993183785
2.0,0.02,0.150742299,1.346408387,8840.418876,10.30990686,11797.52023,0.5730317031971867,100.94991837162524,0.6900071679716817,0.6340144723767355,100.60330909110229,100.83925378947539,181306.55797968077,193491.00349041153
2.0,0.024,0.150719594,1.615546705,8839.044027,13.08611094,11159.60695,0.746862766194047,90.67666179966182,0.901048701634148,0.8445199901801421,90.19226908127995,90.50686374081117,154119.4523666786,118132.25895632483
