1,0.004,0.15079183766140186,1.6377510211658752,8843.418512007001,1.253062993408516,59117.76706402909,5.703951595842934e7,5.789989805985942e-32,5.380539655481595e-14
1,0.006,0.15078925704560966,2.456601540537412,8843.262251491098,1.5687410173571545,70917.73278163903,1.356843907948494e6,7.239820841112675e-32,6.72791157208045e-14
1,0.008,0.1507856441860278,3.275422069822939,8843.043486873243,2.0106900489971005,73850.76436295919,-4.718424199895096e7,9.269583448374376e-32,8.614277530513204e-14
1,0.01,0.15078099908503817,4.094202611296872,8842.762218249894,2.5789098864923847,72032.29827387894,-8.488403063082504e7,1.1879276785566662e-31,1.1039682810831525e-13
1,0.012,0.15077532174552732,4.912933166354732,8842.418445735284,3.2734002704036986,68140.80410038846,-1.1297861885562325e8,1.5068899769506451e-31,1.400418563726865e-13
1,0.014,0.15076861217080034,5.7316037353000615,8842.01216945698,4.094160883735671,63588.54789858252,-1.3375942683596039e8,1.8838451075718457e-31,1.750785718343444e-13
1,0.016,0.1507608703645035,6.5502043171333035,8841.543389551825,5.041191351991422,59039.24901642872,-1.492472722114563e8,2.318792913814628e-31,2.1550781578743952e-13
1,0.018000000000000002,0.15075209633055134,7.368724909342457,8841.012106161481,6.11449124323431,54772.955361329616,-1.6094974326769638e8,2.811733214880242e-31,2.613305591599446e-13
1,0.02,0.15074229007308207,8.187155507695323,8840.418319431219,7.314060068156444,50885.87819410179,-1.6993185083029556e8,3.3626658057370345e-31,3.125479026010027e-13
1,0.022000000000000002,0.15073145159639748,9.005486106032825,8839.762029505642,8.639897280153505,47390.429440180626,-1.769353043863945e8,3.971590457079435e-31,3.6916107658018293e-13
1,0.024,0.1507195809049416,9.82370669606346,8839.043236528998,10.092002275405644,44263.435759013264,-1.8247810150792503e8,4.638506915284826e-31,4.311714414985437e-13
1,0.026,0.1507066780032486,10.641807267158336,8838.261940641014,11.67037439296394,41468.84476532379,-1.8692576997992706e8,5.363414902361596e-31,4.985804878108994e-13
1,0.028,0.15069274289592818,11.45977780614714,8837.418141977523,13.375012914842435,38968.11404945488,-1.9053977054459572e8,6.146314115903083e-31,5.713898361606426e-13
1,0.030000000000000002,0.150677775587637,12.277608297114513,8836.511840668867,15.20591706611528,36724.70182358101,-1.9350988765875626e8,6.987204229033108e-31,6.496012375258188e-13
1,0.032,0.15066177608304643,13.095288721196873,8835.543036837174,17.163086015018724,34705.76106227247,-1.9597591858089828e8,7.886084890349529e-31,7.332165733770649e-13
1,0.034,0.15064474438682987,13.912809056379858,8834.511730597018,19.246518873058104,32882.536920904204,-1.9804231356315422e8,8.842955723869962e-31,8.222378558477954e-13
1,0.036000000000000004,0.1506266805036431,14.730159277296027,8833.417922054245,21.456214695119193,31230.19262718719,-1.997881725509014e8,9.857816328969492e-31,9.166672279157286e-13
1,0.038000000000000006,0.150607584438099,15.547329355022823,8832.261611304319,23.79217247958394,29727.41224130233,-2.0127416080446815e8,1.093066628032107e-30,1.0165069635967665e-12
1,0.04000000000000001,0.15058745619475422,16.364309256880883,8831.042798431792,26.254391168450454,28355.944305595014,-2.0254735816605186e8,1.2061505127832001e-30,1.121759468150633e-12
1,0.041999999999999996,0.1505662957780883,17.18108894623253,8829.761483509248,28.842869647456972,27100.16001870658,-2.0364470534786224e8,1.3250332396579575e-30,1.2324272782985926e-12
1,0.044,0.1505441031924951,17.997658382280573,8828.417666597448,31.55760674620993,25946.6555257694,-2.0459548527371407e8,1.4497147586743085e-30,1.3485130624530078e-12
1,0.046,0.15052087844225695,18.814007519866912,8827.011347742935,34.39860123831526,24883.906875849345,-2.054231320953617e8,1.5801950173539137e-30,1.4700196209594463e-12
1,0.048,0.15049662153154073,19.630126309271727,8825.54252697902,37.365851841513894,23901.976593030595,-2.0614656578849602e8,1.716473960714749e-30,1.5969498863501383e-12
1,0.05,0.15047133246437483,20.446004696012256,8824.011204323673,40.45935721782025,22992.26685042377,-2.0678118785655403e8,1.8585515312646557e-30,1.7293069236106533e-12
1,0.052000000000000005,0.1504450112446433,21.261632620642047,8822.41737978024,43.67911597366443,22147.31301384695,-2.0733963210015106e8,2.0064276689935478e-30,1.8670939304576425e-12
1,0.054000000000000006,0.15041765787606648,22.07700001854981,8820.761053335518,47.025126660037294,21360.61136635259,-2.0783233637674522e8,2.1601023113665476e-30,2.010314237629862e-12
1,0.05600000000000001,0.1503892723621917,22.892096819758496,8819.042224959716,50.4973877726388,20626.475402816555,-2.0826798213847923e8,2.3195753933164597e-30,2.158971309190986e-12
1,0.057999999999999996,0.1503598547063811,23.70691294872423,8817.260894605843,54.095897752029344,19939.915835726493,-2.086538353244648e8,2.4848468472359718e-30,2.3130687428446587e-12
1,0.06,0.1503294049118003,24.52143832413525,8815.41706220936,57.82065498378405,19296.54021038234,-2.0899601295624733e8,2.655916602970595e-30,2.4726102702627678e-12
1,0.062,0.1502979229814047,25.33566285871045,8813.510727686873,61.671657798649406,18692.46871747301,-2.0929969327084923e8,2.832784587810543e-30,2.6375997574253365e-12
1,0.064,0.15026540891793339,26.149576458998204,8811.54189093669,65.64890447270328,18124.26338862324,-2.0956928257966614e8,3.0154507264830198e-30,2.8080412049734163e-12
1,0.066,0.15023186272389497,26.96316902517463,8809.510551837588,69.75239322751692,17588.86836409427,-2.098085486937294e8,3.203914941144624e-30,2.9839387485748276e-12
1,0.068,0.15019728440155702,27.776430450841747,8807.416710247975,73.98212223031929,17083.55933920074,-2.1002072832084465e8,3.398177151373082e-30,3.165296659302053e-12
