1,0.01,22536.668092185188
1,0.015,19175.741658994055
1,0.02,15920.61026679332
1,0.025,13399.241417259087
1,0.03,11490.01816706777
1,0.035,10023.198651773391
1,0.04,8871.69395631267
1,0.045000000000000005,7948.307483901133
1,0.05,7193.56592961655
1,0.055,6566.273965649762
1,0.060000000000000005,6037.287889876932
1,0.065,5585.5370302063075
1,0.06999999999999999,5195.470365815075
1,0.075,4855.391272732342
1,0.08,4556.349782771412
1,0.08499999999999999,4291.39052449521
1,0.09,4055.0319659637817
1,0.095,3842.8990599245653
1,0.09999999999999999,3651.4595912292884
2,0.01,10387.51267979645
2,0.015,11527.432244786487
2,0.02,11265.801962105706
2,0.025,10482.67862796004
2,0.03,9584.227516463834
2,0.035,8725.645588639341
2,0.04,7955.315674355981
2,0.045000000000000005,7280.309356701001
2,0.05,6693.2140002498445
2,0.055,6182.6448409547465
2,0.060000000000000005,5737.168222518559
2,0.065,5346.606162538492
2,0.06999999999999999,5002.323211430818
2,0.075,4697.140965579942
2,0.08,4425.138482065862
2,0.08499999999999999,4181.438678682104
2,0.09,3962.016073612886
2,0.095,3763.535142865194
2,0.09999999999999999,3583.2186038439154
3,0.01,5470.185232381637
3,0.015,6922.985727923893
3,0.02,7573.430125305692
3,0.025,7691.097974637421
3,0.03,7507.720921497019
3,0.035,7176.470775324546
3,0.04,6786.410962564641
3,0.045000000000000005,6385.43549174376
3,0.05,5997.583851048918
3,0.055,5633.782577932783
3,0.060000000000000005,5297.995952534986
3,0.065,4990.620437562342
3,0.06999999999999999,4710.321934720026
3,0.075,4455.015607708329
3,0.08,4222.378580697461
3,0.08499999999999999,4010.109461154602
3,0.09,3816.0513846305894
3,0.095,3638.2422469001635
3,0.09999999999999999,3474.9268983587463
4,0.01,3288.849068593651
4,0.015,4438.8459778396755
4,0.02,5190.115290785321
4,0.025,5601.217532774337
4,0.03,5759.420439655018
4,0.035,5746.921269363564
4,0.04,5627.83582319797
4,0.045000000000000005,5447.32061691769
4,0.05,5235.254596407543
4,0.055,5010.568608384477
4,0.060000000000000005,4784.822425117599
4,0.065,4564.790372610726
4,0.06999999999999999,4354.212321563084
4,0.075,4154.938815611002
4,0.08,3967.6654440305165
4,0.08499999999999999,3792.398279961805
4,0.09,3628.7464205614397
4,0.095,3476.1044087385385
4,0.09999999999999999,3333.7648516602994
5,0.01,2173.401306783334
5,0.015,3036.5233124448614
5,0.02,3693.9770289656644
5,0.025,4149.907344622026
5,0.03,4431.322599898581
5,0.035,4574.2056469633
5,0.04,4614.033008640305
5,0.045000000000000005,4581.1075447288395
5,0.05,4499.228731921339
5,0.055,4386.1078535422375
